Country Name,Year,Data.Daily cigarettes,Data.Percentage.Male,Data.Percentage.Female,Data.Percentage.Total,Data.Smokers.Total,Data.Smokers.Female,Data.Smokers.Male,GDP per capita,Unemployment,Literacy,Health expenditure
Samoa,2011,20.1,22.4,31.5,12.7,25965,7166,18799,3789.62647754408,5.68,0.99433,210.11923218
Senegal,2011,11.5,7.0,13.8,0.80000001,527115,30388,496727,1383.53911732143,10.36,0.58774,58.30465698
Serbia,2011,23.9,26.700001,32.200001,21.6,2138205,891003,1247201,6809.15980400146,22.97,0.97571,618.89422607
South Africa,2011,11.9,14.7,21.299999,8.6000004,5375874,1648305,3727569,8737.04111019993,21.42,0.90225,694.10058594
Spain,2011,20.5,24.799999,29.1,20.700001,9788908,4165715,5623193,31677.9003083654,21.39,0.99271,2908.92016602
Togo,2011,24.700001,6.0999999,11.3,1.2,229939,22640,207299,779.763519741879,1.98,0.60975,35.2552681
Tonga,2011,11.3,33.900002,44.099998,24.0,22168,8027,14140,3852.14378759566,1.453,0.99956,155.88771057
Tunisia,2011,18.299999,24.4,45.099998,4.5,2014204,187039,1827165,4361.94808936698,18.33,0.77751,267.08099365
Uruguay,2011,25.700001,22.200001,26.5,18.299999,583545,253128,330417,14975.5625602187,6.31,0.98121,1232.04626465
Albania,2012,19.9,20.5,37.299999,3.9000001,509040,48426,460614,4247.63135624709,13.38,0.97876,259.52676392
Azerbaijan,2012,17.0,22.4,45.200001,0.89999998,1622189,33504,1588685,7495.86194235033,5.19,1.00044,217.79299927
Bangladesh,2012,3.0,22.4,42.900002,1.4,24013742,750115,23263625,876.818006772634,4.099,0.72073,23.89686203
Bhutan,2012,23.0,11.0,17.0,3.8,58540,9112,49428,2470.0721358991,2.05,0.62935,83.64318848
Bolivia,2012,3.0999999,24.4,38.400002,10.8,1660006,371434,1288572,2562.46678423329,2.07,0.90555,134.63066101
Brazil,2012,22.799999,13.8,16.700001,11.1,20734652,8580927,12153725,12327.5155558345,7.25,0.84449,953.703125
Cuba,2012,29.1,16.6,20.799999,12.3,1557423,579532,977890,6467.33791422804,3.46,0.99708,601.42425537
Dominican Republic,2012,13.6,11.1,13.4,8.8999996,794842,318322,476520,6049.47161121834,6.72,0.8996,305.4364624
Ecuador,2012,14.8,6.4000001,9.8000002,2.9000001,685996,159760,526236,5678.45572070003,3.23,0.86831,383.99121094
Guatemala,2012,10.5,6.3000002,11.2,1.9,562527,89364,473162,3355.03459892096,2.76,0.82446,200.33554077
Honduras,2012,11.9,11.3,21.0,1.8,576585,46635,529949,2107.34548058009,3.75,0.8612,182.42372131
Jordan,2012,12.9,25.799999,42.700001,8.1999998,1193396,186134,1007262,4386.4618185538,12.2,1.0,342.94042969
Kuwait,2012,21.799999,24.4,37.0,3.0999999,594458,28557,565901,51271.148649557,2.318,0.98018,1196.20715332
Madagascar,2012,5.6999998,13.6,26.1,1.4,1736849,89746,1647104,504.173737790664,0.6,0.70937,19.27203178
Mexico,2012,11.8,9.8999996,15.4,4.9000001,8496024,2235847,6260177,10376.0904951074,4.89,0.90223,587.82843018
Moldova,2012,36.299999,20.9,39.400002,4.5999999,611955,72125,539830,3044.80847876248,5.58,0.9914,223.61895752
Morocco,2012,14.0,13.5,27.0,0.69999999,3161489,89109,3072380,3164.00463867188,8.99,0.69915,172.05938721
Niger,2012,7.9000001,5.0,8.8000002,1.3,430969,54633,376336,525.047284446867,2.18,0.3992,22.56604767
Pakistan,2012,15.8,15.4,25.700001,4.5999999,18078040,2644928,15433113,1109.67873521456,1.864,0.63162,26.28877595
Paraguay,2012,23.200001,11.7,18.299999,5.0,523900,111452,412448,5621.24402638513,4.09,0.92508,367.14849854
Peru,2012,4.0,11.0,17.6,4.5999999,2345470,489620,1855850,6475.71941703429,3.24,0.86897,307.31854248
Rwanda,2012,36.700001,7.5999999,13.7,1.9,489280,64104,425176,706.139033962179,11.858,0.79115,57.216465
Sao Tome and Principe,2012,6.4000001,3.3,5.8000002,1.0,3649,579,3070,1319.90083269011,13.59,0.95858,86.12266541
South Africa,2012,11.8,14.9,21.700001,8.6999998,5491791,1669391,3822400,8173.8691381716,21.79,0.90283,654.25469971
Spain,2012,20.0,24.700001,29.0,20.6,9798622,4162598,5636023,28322.9465923276,24.79,0.9939,2590.2253418
Suriname,2012,108.9,6.0999999,10.0,2.3,23631,4457,19174,8922.95618613502,8.1,0.8876,409.34564209
Tanzania,2012,7.8000002,9.3000002,17.5,1.1,2439218,143262,2295956,854.543212890625,3.256,0.7699,41.63511276
Uganda,2012,2.5,7.8000002,14.1,1.5,1456756,141007,1315749,796.711139328563,3.55,0.77962,55.14218903
Uruguay,2012,25.4,22.200001,26.5,18.4,588429,255164,333264,16087.2520777973,6.45,0.98937,1332.7512207
