Country Name,Year,Data.Daily cigarettes,Data.Percentage.Male,Data.Percentage.Female,Data.Percentage.Total,Data.Smokers.Total,Data.Smokers.Female,Data.Smokers.Male,GDP per capita,Unemployment,Literacy,Health expenditure
Cote d'Ivoire,1990,23.799999,9,14.7,2.4000001,605785,75283,530502,906.4115132,,,
Croatia,1990,21.1,26.9,31.799999,22.4,1031694,447959,583735,,,,
Cuba,1990,36,17.799999,23.200001,12.5,1452023,506840,945183,2695.614865,,,
Cyprus,1990,19.6,34,46.599998,22.200001,167940,56207,111733,9641.575195,,,
Czech Republic,1990,21.799999,25.9,30.1,22,2096032,929235,1166798,,,,
Democratic Republic of Congo,1990,8.3999996,7.9000001,15,1.1,1502892,111094,1391798,,,,
Denmark,1990,12.6,36.799999,35.5,38.099998,1569401,829268,740133,26891.62751,,,
Djibouti,1990,12.4,21.4,36.200001,6.5,69546,10590,58957,783.6958542,,,
Dominica,1990,27.700001,6.0999999,9.1999998,3,2768,697,2072,2899.060601,,,
Dominican Republic,1990,18.6,16.299999,20,12.5,724405,277147,447258,992.2389642,,,
Ecuador,1990,15.9,8.8000002,14.7,2.9000001,550519,92054,458465,1458.326872,,0.84099,
Egypt,1990,22.1,16.200001,31.799999,0.89999998,5532934,155868,5377066,,,,
El Salvador,1990,14.9,10.5,19,3,328548,49014,279534,897.5929821,,,
Equatorial Guinea,1990,45.099998,10.9,20.1,1.1,25448,1276,24172,240.8326761,,,
Eritrea,1990,31.5,7.0999999,13.7,0.89999998,125049,8203,116846,,,,
Estonia,1990,16.4,29.1,44.799999,15.9,354553,105294,249259,,,,
Ethiopia,1990,7.0999999,4.3000002,7.5999999,1,1102433,131311,971122,254.2952546,,,
Fiji,1990,20.9,16.4,27.6,4.9000001,73442,10994,62448,1713.180245,,,
Finland,1990,14.7,24.200001,30.9,18.1,975130,379267,595863,28364.64508,,,
France,1990,16.299999,33.599998,41.5,26.4,15243509,6204402,9039107,21865.55525,,,
Gabon,1990,13.7,9.1000004,16.200001,2.5999999,50698,7505,43193,6055.060248,,,
Gambia,1990,26.4,15.3,29.4,1,75621,2405,73216,,,,
Georgia,1990,23.700001,22.6,42.799999,5.0999999,929738,112198,817540,1614.640122,,,
Germany,1990,19.799999,29.299999,36.5,22.6,19498500,7902633,11595867,22303.96133,,,
Ghana,1990,15.1,4.9000001,8.5,1.1,398791,43993,354798,381.2508381,,,
Greece,1990,25.4,40.599998,55.700001,26.299999,3332887,1103981,2228907,9600.185235,,,
Grenada,1990,20.200001,9.1999998,14.1,4.5999999,5426,1407,4019,2807.745444,,,
Guatemala,1990,9.8000002,8.5,14.6,2.4000001,411008,57856,353152,845.3148139,,,
Guinea,1990,2.0999999,6.6999998,12.1,1.5,226631,26315,200317,419.6868061,,,
Guinea-Bissau,1990,2.5,7.0999999,11.9,2.4000001,40232,7009,33223,250.5898464,,,
Guyana,1990,21.799999,11.7,21.200001,2.7,55732,6576,49156,530.8175214,,,
Haiti,1990,7.5,9.8000002,15.2,4.6999998,395369,98616,296752,447.0962904,,,
Honduras,1990,18.799999,15.1,25.5,4.8000002,403617,64469,339148,974.2294838,,,
Hungary,1990,25,28.799999,36.200001,22.200001,2383249,967601,1415648,,,,
Iceland,1990,22.5,32,32.5,31.5,61108,30126,30982,25384.92591,,,
India,1990,12.2,17.4,31.200001,2.5,94432593,6419534,88013060,368.7497594,,,
Indonesia,1990,9.6000004,29,54.599998,3.8,32913046,2183936,30729113,582.6789678,,,
Iran,1990,24.4,12.1,21.200001,2.5999999,3727357,400017,3327339,,,,
Iraq,1990,23.4,17,32.299999,2,1610652,95715,1514937,10216.56881,,,
Ireland,1990,20.200001,31.700001,33.200001,30.299999,817899,397130,420770,14031.30257,,,
Israel,1990,21.5,29.700001,35.200001,24.200001,917165,379757,537408,,,,
Italy,1990,18.700001,29.1,35.799999,22.9,13804637,5657413,8147224,20825.78422,,,
Jamaica,1990,16.299999,15.4,24.799999,6.5999999,236905,52204,184701,1919.795357,,,
Japan,1990,25.5,31.799999,54.200001,10.5,31788630,5416167,26372461,25371.46417,,,
Jordan,1990,20.799999,25.799999,41.400002,8.1999998,466896,69359,397538,1195.226437,,,
Kazakhstan,1990,23.700001,20.9,27.200001,15.3,2319204,891450,1427754,1647.463243,,,
Kenya,1990,10.9,11,20.5,1.7,1317413,104961,1212452,370.100147,,,
Kiribati,1990,7.3000002,48.5,63.099998,34.5,20561,7465,13096,571.4992234,,,
Kuwait,1990,28.799999,19.799999,33.900002,2.9000001,265692,17333,248359,11002.06562,,,
Kyrgyzstan,1990,20.9,22.1,44.299999,1.7,605842,23975,581866,,,,
Laos,1990,16.6,34,56.400002,12.2,805244,146196,659048,,,,
Latvia,1990,19.1,28.700001,44.700001,15.4,600196,176856,423340,,,,
Lebanon,1990,23.9,38.700001,47.700001,30.4,689764,280599,409165,789.8503921,,,
Lesotho,1990,23.9,21.200001,43.900002,1.2,190166,5658,184508,331.5237892,,,
Liberia,1990,10.9,7.5,14,1.2,86938,7038,79900,,,,
Libya,1990,33.599998,11.2,19.4,1.5,276896,17014,259882,6821.874017,,,
Lithuania,1990,15.2,20.9,36.299999,7.6999998,599492,118335,481157,,,,
Luxembourg,1990,21.700001,30.1,35.5,25,94721,40469,54253,33465.47821,,,
Macedonia,1990,22.4,37.200001,47.599998,26.9,552535,199167,353369,,,,
Madagascar,1990,4.6999998,21.799999,37.099998,6.5999999,1378002,209764,1168238,330.8435253,,,
Malawi,1990,13.8,13,23.299999,3.4000001,663978,89079,574899,286.9165947,,,
Malaysia,1990,19.5,23,43.799999,1.8,2633744,101079,2532665,2513.241395,,,
Maldives,1990,27.299999,19.700001,30.1,8.3000002,22582,4548,18034,955.9336667,,,
Mali,1990,6.5999999,10.1,17.700001,3.0999999,431862,67850,364012,299.8216159,,,
Malta,1990,37.599998,29,36.200001,22.200001,81832,32016,49817,7191.923603,,,
Marshall Islands,1990,20.5,19.200001,33.299999,4.5999999,5032,593,4439,1704.258692,,,
Mauritania,1990,17.9,9.8000002,16.9,3,110291,17129,93163,751.1934824,,,
Mauritius,1990,20.299999,21.4,39.799999,3.2,160265,12276,147989,2506.184933,,,
Mexico,1990,10.5,25.299999,37.799999,13.3,13390657,3591813,9798844,3196.919872,,0.80951,
Micronesia,1990,21.6,26,41.5,10.1,13978,2685,11292,,,,
Moldova,1990,29.1,26.200001,49.700001,5.8000002,823648,97833,725814,,,,
Mongolia,1990,13.4,21.9,39.700001,4.8000002,284662,31945,252717,1184.762914,,,
Montenegro,1990,21.9,27.1,35.400002,19,123067,44093,78974,,,,
Morocco,1990,18.799999,13.7,27.200001,0.69999999,2016892,51107,1965785,1219.424561,,,
Mozambique,1990,3.5999999,11.3,20.4,3.5,818936,138560,680376,,,,
Myanmar,1990,27.5,21.6,38.400002,5.9000001,5664430,794558,4869873,50.7829482,,,
Namibia,1990,7,17.6,25.5,10.5,140792,43470,97322,2037.910603,,,
Nepal,1990,6.6999998,35.099998,48.400002,22.200001,3677988,1172231,2505758,184.9236477,,,
Netherlands,1990,11.4,27.1,30.6,23.700001,3313974,1476787,1837188,21290.86038,,,
New Zealand,1990,20,26,26.299999,25.799999,675368,342930,332438,13663.02162,,,
Nicaragua,1990,16.1,12.7,20.299999,5.3000002,283166,59993,223173,238.765008,,,
Niger,1990,9.1000004,5.4000001,8.8000002,2.4000001,220364,51582,168782,419.6038955,,,
Nigeria,1990,7.0999999,9.3000002,14.9,3.7,4925630,985559,3940071,567.5179022,,,
North Korea,1990,15.4,22.799999,44.400002,3.2,3375469,249292,3126176,,,,
Norway,1990,5.5,33.900002,36.299999,31.6,1165144,553076,612068,28242.79341,,,
Oman,1990,32.900002,11.1,17.700001,1.3,109447,5181,104266,6475.41707,,,
Pakistan,1990,17.5,19.4,32.400002,5.3000002,12176729,1598411,10578319,346.6685155,,,
Palestine,1990,10.5,25.799999,47.799999,3.4000001,278431,18426,260005,,,,
Panama,1990,19,9.8000002,15.8,3.8,156323,29760,126563,2626.14328,,,
Papua New Guinea,1990,16.299999,38,54.299999,21.1,913356,249354,664002,833.053995,,,
Paraguay,1990,22.200001,15.8,24.4,7.0999999,393794,87862,305932,1431.8392,,,
Peru,1990,9.3999996,10,14.3,5.8000002,1349357,393482,955875,1194.548302,,,
Philippines,1990,17.299999,28.5,48,8.8999996,10415186,1621726,8793461,820.4871803,,0.92193,
Poland,1990,25.200001,35.099998,48.200001,23.1,10035379,3442459,6592919,1731.209509,,,
Portugal,1990,22.799999,22.5,37,9.3999996,1773998,390927,1383070,7884.617988,,,
Qatar,1990,16.799999,16.299999,21.799999,1.4,55787,1307,54480,16664.83143,,,
Romania,1990,18.799999,26.4,35.5,17.799999,4716070,1628739,3087331,1648.33213,,,
Russia,1990,19.299999,33.400002,56.400002,14.1,38078221,8742342,29335880,,,,
Rwanda,1990,21.4,14.1,20.9,7.6999998,511935,142929,369006,348.3878321,,,
Saint Lucia,1990,23.299999,9.6000004,14.8,4.6999998,8431,2135,6296,,,,
Saint Vincent and the Grenadines,1990,109.2,9.3000002,16.5,2.3,6209,783,5426,,,,
Samoa,1990,22,27.5,39.400002,15,26750,7066,19684,747.7808483,,,
Sao Tome and Principe,1990,8.3000002,3.4000001,5.8000002,1.1,2054,343,1711,,,,
Saudi Arabia,1990,54.299999,9.3000002,15,0.69999999,864854,27500,837353,7349.703435,,,
Senegal,1990,20,10.5,19.799999,1.5,416587,29858,386729,980.7545622,,,
Serbia,1990,16.5,23.5,27,20.200001,1733626,760974,972652,,,,
Seychelles,1990,15.3,16.799999,29.9,4.1999998,7635,976,6659,5642.072897,,,
Sierra Leone,1990,6.5,17.9,30.299999,5.8000002,400500,65911,334589,150.1934191,,,
Singapore,1990,23.799999,15.9,27.700001,4,335721,42266,293455,11861.75616,,,
Slovakia,1990,25.9,24,34.299999,14.4,942685,294164,648521,,,,
Slovenia,1990,32.299999,26.5,32.200001,21.299999,420520,176408,244112,,,,
Solomon Islands,1990,4.1999998,28.4,40.299999,15.9,48274,13182,35092,662.8527486,,,
Somalia,1990,22.1,11,19.799999,2.5999999,384567,46477,338091,131.023239,,,
South Africa,1990,18.4,22.799999,37.099998,9,5118080,1029127,4088953,3160.878365,,,
South Korea,1990,23.200001,33.900002,63,5.5999999,10839743,897658,9942086,,,,
Spain,1990,20.6,35.200001,44.200001,26.700001,10956746,4294972,6661774,13804.87679,,,
Sri Lanka,1990,9.6999998,13,24.299999,1.5,1525051,89823,1435228,466.8976566,,,
Sudan,1990,14.8,5.6999998,9.8999996,1.6,809594,115223,694372,1301.819092,,,
Suriname,1990,118.7,6.4000001,10.3,2.3,17236,3140,14095,940.9917724,,,
Swaziland,1990,20.6,5.8000002,10.4,2.0999999,26062,5347,20715,,,,
Sweden,1990,13.8,25,24.700001,25.200001,1752794,903686,849107,30593.72413,,,
Switzerland,1990,26.1,28,32,24.200001,1556392,696529,859863,39575.72681,,,
Syria,1990,31.700001,16.9,27.4,6.0999999,1115567,200088,915479,,,,
Taiwan,1990,29.200001,22.799999,40.5,3.7,3362506,264391,3098115,,,,
Tajikistan,1990,34.700001,23,42.799999,4,686013,60708,625305,485.3198618,,,
Tanzania,1990,9.6000004,11.5,21.6,1.9,1588123,134123,1454000,167.1445465,,,
Thailand,1990,13.8,25,46.5,4.3000002,9860394,863053,8997341,1545.276957,,,
Timor,1990,1.9,31.9,58.400002,4.0999999,144322,9064,135258,,,,
Togo,1990,32.599998,6.6999998,12.2,1.4,135586,14481,121105,570.9328385,,,
Tonga,1990,13.4,31.299999,50.099998,12.5,18057,3620,14437,1150.281297,,,
Trinidad and Tobago,1990,22.200001,19.200001,30.6,8.1000004,155923,33258,122665,4001.522284,,,
Tunisia,1990,22.200001,22,42.400002,1.7,1109519,42928,1066592,1456.224489,,,
Turkey,1990,22.799999,27.6,42.400002,13.6,9503417,2399484,7103933,,,0.82566,
Turkmenistan,1990,22.799999,20.200001,38.099998,3.5,442124,39193,402932,857.3390594,,,
Uganda,1990,4.9000001,12.7,22.299999,3.4000001,1160171,155365,1004806,244.7540725,,,
Ukraine,1990,17,30.5,53.099998,12,12346844,2668099,9678746,1568.536621,,,
United Arab Emirates,1990,14.1,18.799999,25.9,0.60000002,235130,2258,232871,26682.84981,,,
United Kingdom,1990,17.200001,29.299999,30.4,28.299999,13572064,6812744,6759319,19096.2412,,,
United States,1990,29.4,24.200001,26.299999,22.299999,47292146,22594100,24698045,23888.60001,,,
Uruguay,1990,16.799999,30.200001,39.5,21.700001,695476,262083,433392,2983.243736,,,
Uzbekistan,1990,18.6,10.9,21.200001,1.2,1321698,74687,1247010,651.4192097,,,
Vanuatu,1990,6.3000002,21.799999,38.5,4.4000001,17925,1771,16154,1119.280015,,,
Venezuela,1990,18.1,19.1,25.799999,12.4,2337962,755871,1582091,,,,
Vietnam,1990,6.3000002,29.799999,57.700001,3.8,12839422,857127,11982294,96.71929574,,,
World,1990,18.1,24,39.099998,9,853619292,159841906,693777320,4318.912534,,,
Yemen,1990,27.1,19.1,29.4,9.6000004,1079658,282793,796865,,,,
Zambia,1990,7.6999998,11.7,20.4,3.2,495861,69220,426641,427.4064535,,0.64168,
Zimbabwe,1990,23.200001,12.1,21.6,2.7,679641,75669,603972,868.4901749,,,
Afghanistan,1991,5.5999999,10.9,19.200001,2.2,707278,68289,638989,,8.121,,
Albania,1991,16.299999,21.299999,38.5,3.2,487892,36412,451479,336.5869945,10.307,,
Algeria,1991,17.6,16.4,31.9,0.80000001,2497165,60977,2436188,1749.286087,20.6,,
Andorra,1991,19.4,31,37.700001,24.9,13530,5629,7900,19967.72783,,,
Angola,1991,23.200001,8.8999996,17,1.1,495826,31601,464225,1038.914019,4.489,,
Antigua and Barbuda,1991,70.300003,3.9000001,5.9000001,2,1711,464,1248,7569.969001,,,
Argentina,1991,19,25.200001,29.5,21.1,5788048,2509421,3278627,5730.72381,5.44,0.90424,
Armenia,1991,21.799999,28.1,56.200001,2.8,686801,35697,651103,572.1617627,1.6,,
Australia,1991,22.700001,24.9,27.1,22.700001,3360141,1550622,1809519,18860.2732,9.58,,
Austria,1991,22.9,28.6,36.200001,21.700001,1826640,732574,1094066,22410.91177,3.42,,
Azerbaijan,1991,17.4,21.5,44,0.89999998,1035083,23010,1012073,734.9442328,0.9,,
Bahamas,1991,26.4,10.7,16.4,5.3000002,19009,4765,14243,,,,
Bahrain,1991,23.1,14.9,20.5,6.1999998,51565,8412,43153,8621.767048,1.061,,
Bangladesh,1991,7.5999999,23.6,43.700001,1.5,15161601,467769,14693832,283.3822853,2.2,0.55336,
Barbados,1991,30.700001,6.8000002,12,2.2,13532,2262,11270,7789.391377,22.683,,
Belarus,1991,16.299999,30.200001,54.299999,9.8999996,2368324,420370,1947954,1765.735895,0.6,,
Belgium,1991,20.6,30.700001,37.099998,24.700001,2512019,1044018,1468001,21041.66065,6.98,,
Belize,1991,38.700001,9.8999996,17.9,1.7,10693,940,9753,3212.450794,9.73,,
Benin,1991,10.4,8.6999998,14.7,3.2,242770,47061,195709,375.2919959,1.484,,
Bhutan,1991,38.400002,11.1,17.6,3.8,33294,5389,27905,423.2694201,1.482,,
Bolivia,1991,2.5,33.900002,45.700001,22.6,1392495,475509,916986,737.5213733,2.98,,
Bosnia and Herzegovina,1991,22,38.400002,47.900002,29.299999,1277152,501828,775324,,17.55,,
Botswana,1991,24.6,14.1,23.4,5.1999998,111779,21383,90396,2855.948898,13.82,,
Brazil,1991,34,17.799999,21.799999,14.1,17700770,7109430,10591341,2659.048558,6.366,,
Brunei,1991,43.299999,12.3,15.3,8.8000002,21400,7130,14269,,,,
Bulgaria,1991,22.1,28.299999,37.599998,19.4,1971441,693305,1278136,1267.734375,11.1,,
Burkina Faso,1991,4.0999999,12.5,17.6,8,598463,202202,396261,334.7596542,2.553,0.17336,
Burundi,1991,8.1000004,13.9,19.5,8.6999998,413926,134856,279070,208.6567234,2.616,,
Cambodia,1991,10.9,23.1,43.799999,5,1194552,138112,1056440,,0.749,,
Cameroon,1991,15.1,8.3000002,14.2,2.5,551110,83806,467304,1005.304364,7.656,,
Canada,1991,20.700001,28.799999,29.9,27.700001,6393761,3129591,3264171,21846.30025,10.32,,
Cape Verde,1991,10.5,6.0999999,9.8999996,2.9000001,11964,3116,8847,,,,
Central African Republic,1991,18,8.3999996,16.1,1.1,141446,9815,131631,475.2761467,5.363,,
Chad,1991,2.0999999,7.3000002,12.6,2.0999999,234287,35194,199092,310.6595533,0.662,,
Chile,1991,8.5,36.799999,40,33.700001,3469204,1629116,1840088,2789.809659,5.23,,
China,1991,18.1,29.1,52.599998,4.1999998,244015600,17037889,226977702,333.1421454,2.37,,
Colombia,1991,21.6,13.7,19.799999,7.9000001,2975454,879971,2095483,1491.856728,10.12,,
Comoros,1991,3.5,13,18,8.1000004,30328,9468,20860,958.9211492,5.221,,
Congo,1991,16.6,8.3999996,15.9,1.1,116284,7818,108467,,,,
Costa Rica,1991,28.4,10.1,14.6,5.5,205641,55165,150477,2221.474653,5.37,,
Cote d'Ivoire,1991,23.799999,9,14.6,2.4000001,625896,78246,547650,848.2820276,6.608,,
Croatia,1991,21.299999,26.799999,31.700001,22.299999,1033342,448350,584993,,11.14,0.9594,
Cuba,1991,35.5,17.9,23.200001,12.5,1472953,515031,957923,2269.645578,7.904,,
Cyprus,1991,19.6,34.099998,46.700001,22.200001,169798,56863,112935,9696.099609,3,,
Czech Republic,1991,21.9,26.1,30.4,22.1,2124391,938020,1186371,,,,
Democratic Republic of Congo,1991,8.3999996,7.9000001,15,1.1,1557144,114683,1442461,,,,
Denmark,1991,12.6,36.900002,35.599998,38,1578013,832026,745987,27011.55341,9.1,,
Djibouti,1991,12.3,21.4,36.299999,6.5,72486,11022,61464,735.7303869,29.887,,
Dominica,1991,26.5,6.0999999,9.1999998,3,2776,698,2078,3178.475332,,,
Dominican Republic,1991,18.1,16.4,20.1,12.7,751412,289120,462292,1349.813238,6.431,,
Ecuador,1991,15.9,8.8000002,14.8,2.9000001,568963,94351,474612,1589.752174,4.439,,
Egypt,1991,21.9,16.299999,31.9,0.89999998,5669943,157901,5512042,,,,
El Salvador,1991,14.6,10.5,19,3,335878,50305,285573,961.778992,7.53,,
Equatorial Guinea,1991,45,11.1,20.4,1.2,26317,1327,24990,229.5516196,7.419,,
Eritrea,1991,31.9,7.0999999,13.6,0.89999998,124675,8224,116452,,5.313,,
Estonia,1991,16.700001,29.5,45.400002,16.299999,359154,107735,251419,,1.47,,
Ethiopia,1991,7.0999999,4.1999998,7.5999999,1,1132321,135551,996770,269.6147631,3.132,,
Fiji,1991,20.6,16.299999,27.4,4.9000001,74026,11100,62926,1763.286561,4.911,,
Finland,1991,14.7,23.9,30.1,18.200001,967795,382780,585015,25484.73929,6.5,,
France,1991,16.200001,33.299999,40.700001,26.299999,15149816,6233201,8916616,21675.70609,9.13,,
Gabon,1991,13.6,9.1000004,16.200001,2.5999999,51985,7667,44318,5349.452015,17.799,,
Gambia,1991,26.1,15.1,29.1,1,77309,2455,74854,,,,
Georgia,1991,23.4,22.5,42.599998,5.0999999,918690,110986,807704,1314.67067,2.7,,
Germany,1991,20,28.5,35.700001,21.9,19076382,7677397,11398985,23357.75773,5.32,,
Ghana,1991,14.6,4.8000002,8.5,1.1,410350,45237,365113,416.7729432,3.49,,
Greece,1991,25,40.5,55.200001,26.4,3368896,1127346,2241550,10188.36978,7.65,0.91941,
Grenada,1991,20.6,9.3999996,14.3,4.6999998,5512,1431,4081,3014.874886,,,
Guatemala,1991,9.8999996,8.5,14.6,2.4000001,422417,59615,362802,1011.75899,2.656,,
Guinea,1991,2.0999999,6.6999998,12,1.5,237692,27621,210071,455.740543,4.548,,
Guinea-Bissau,1991,2.5,7,11.8,2.4000001,40954,7094,33860,258.7400731,2.956,,
Guyana,1991,21.5,11.8,21.200001,2.7,56009,6551,49457,468.3980223,11.954,,
Haiti,1991,7.0999999,9.6999998,15.1,4.6999998,401613,100046,301566,491.5844627,7.562,,
Honduras,1991,18.700001,14.9,25.5,4.5999999,412474,63842,348632,894.5102094,4.58,,
Hungary,1991,25.4,28.9,36.5,22.200001,2408814,974838,1433976,3350.258323,8.5,,
Iceland,1991,22.700001,31.1,31.5,30.6,60233,29765,30468,26802.97059,2.55,,
India,1991,12.1,17.299999,31.1,2.4000001,96179348,6491268,89688084,303.850438,6.737,,
Indonesia,1991,9.8000002,29,54.700001,3.8,33818669,2208088,31610580,629.1606798,2.62,,
Iran,1991,24.200001,12.1,21.1,2.7,3819144,414412,3404732,,,,
Iraq,1991,23.200001,17,32.200001,2,1661960,98071,1563889,22.85037052,9.223,,
Ireland,1991,20.4,31.4,32.799999,30.1,817599,398042,419557,14087.20744,15.77,,
Israel,1991,21.4,29.200001,34.599998,23.9,937121,390225,546896,,13.39,,
Italy,1991,18.799999,28.5,35.299999,22.200001,13594920,5517138,8077781,21956.52977,10.1,,
Jamaica,1991,16.1,15.5,25,6.6999998,240977,53171,187806,1702.501692,7.188,,
Japan,1991,25.4,31.4,53.599998,10.4,31744940,5398573,26346366,28915.01536,2.1,,
Jordan,1991,20.5,26.200001,41.900002,8.3000002,507773,75101,432672,1184.947944,19.582,,
Kazakhstan,1991,23.6,20.9,27,15.5,2324239,903105,1421133,1514.923094,0.9,,
Kenya,1991,10.8,11,20.6,1.7,1377209,110502,1266706,340.8064551,3.276,,
Kiribati,1991,7.4000001,48.900002,63.5,34.799999,21003,7628,13375,620.2269097,,,
Kuwait,1991,27.4,19.799999,33.5,2.8,261070,16708,244362,8219.492414,0.891,,
Kyrgyzstan,1991,20.799999,22.1,44.299999,1.7,612076,23751,588325,,,,
Laos,1991,16.5,34,56.400002,12.2,828421,150186,678235,,,,
Latvia,1991,19.4,28.799999,45,15.4,600266,175912,424354,,2.7,,
Lebanon,1991,23.6,39,47.799999,30.799999,712445,290784,421661,1279.180626,8.409,,
Lesotho,1991,23.5,21.299999,43.799999,1.2,195462,5678,189784,384.9805422,16.977,,
Liberia,1991,10.8,7.5,14,1.2,85410,6909,78501,,2.356,,
Libya,1991,33.400002,11.1,19.299999,1.5,283959,17596,266364,7368.032884,20.118,,
Lithuania,1991,15.5,21,36.5,7.5999999,601856,117347,484510,,1.1,,
Luxembourg,1991,20.9,29.6,34.299999,25.200001,94324,41190,53134,35747.3378,1.48,,
Macedonia,1991,22.5,37.400002,47.799999,27,555639,200533,355106,,,,
Madagascar,1991,4.5,21.799999,37,6.6999998,1422900,218946,1203954,265.7937076,5.128,,
Malawi,1991,13.3,13,23.299999,3.4000001,684219,92333,591886,326.1716934,4.791,,
Malaysia,1991,19.1,22.9,43.599998,1.8,2703055,103847,2599209,2727.528585,3.66,0.85741,
Maldives,1991,27.5,19.5,30,8.3000002,23004,4683,18320,1052.753659,0.891,,
Mali,1991,6.6999998,10.1,17.700001,3,439329,68652,370677,298.5686887,1.212,,
Malta,1991,37.700001,29,36.200001,22.1,82738,32248,50490,7558.277383,6.28,,
Marshall Islands,1991,20.299999,19.200001,33.299999,4.5999999,5174,610,4564,1753.490744,,,
Mauritania,1991,18.799999,9.8999996,17.1,3,114782,17774,97007,1032.614114,10.176,,
Mauritius,1991,19.9,21.4,39.900002,3.2,163351,12423,150928,2669.326279,9.681,,
Mexico,1991,10.4,24.9,37.299999,13.1,13580359,3671142,9909217,3756.852597,3.15,,
Micronesia,1991,21.700001,25.9,41.200001,10.1,14307,2766,11542,,,,
Moldova,1991,28.799999,25.9,49.099998,5.6999998,816722,95687,721035,,1.9,,
Mongolia,1991,13.2,21.9,39.799999,4.8000002,290994,32466,258528,1081.33412,5.933,,
Montenegro,1991,22.200001,27,35.299999,19,123755,44404,79351,,26.075,,
Morocco,1991,18.299999,13.7,27.299999,0.69999999,2071669,52007,2019662,1282.57959,12.723,,
Mozambique,1991,3.5999999,11.3,20.5,3.5,841507,142293,699214,267.9331537,2.765,,
Myanmar,1991,27.6,21.6,38.599998,5.8000002,5824858,812658,5012200,52.5358126,0.732,,
Namibia,1991,7,17.700001,25.6,10.5,147683,45451,102231,2117.005717,19.14,0.75238,
Nepal,1991,6.5999999,35.400002,48.5,22.4,3810448,1203593,2606855,194.8000167,10.572,,
Netherlands,1991,11.6,27,30.5,23.700001,3330968,1487208,1843760,21732.23076,7.28,,
New Zealand,1991,20.200001,25.9,26.200001,25.5,691585,350214,341371,12229.93009,10.61,,
Nicaragua,1991,14.8,12.4,19.700001,5.1999998,284521,61118,223403,344.0500793,7.034,,
Niger,1991,9.3000002,5.4000001,8.8000002,2.4000001,227772,53414,174358,380.5366381,1.414,,
Nigeria,1991,7.0999999,9.1999998,14.7,3.7,4970260,987089,3983172,502.8228892,3.978,0.64453,
North Korea,1991,15.1,23,44.799999,3.2,3468944,252063,3216881,,,,
Norway,1991,5.5999999,33.599998,35.799999,31.6,1161304,556186,605118,28596.74553,5.41,,
Oman,1991,31.9,11.3,17.799999,1.3,118793,5231,113562,5984.360617,3.954,,
Pakistan,1991,17.4,19.4,32.299999,5.3000002,12487064,1646434,10840630,382.7514315,0.669,,
Palestine,1991,10.4,25.799999,48,3.4000001,291315,19251,272065,,,,
Panama,1991,18.799999,9.8000002,15.8,3.7,160503,30510,129993,2827.558388,6.064,,
Papua New Guinea,1991,16.299999,38.099998,54.400002,21.200001,943730,257930,685800,948.9851423,2.559,,
Paraguay,1991,21.799999,15.8,24.299999,7.0999999,403764,90134,313630,1675.713643,5.1,,
Peru,1991,9.3999996,10.1,14.3,5.8000002,1389893,404316,985577,1520.677362,4.652,,
Philippines,1991,17.1,28.6,48.099998,9,10743367,1683991,9059376,821.4522344,3.834,,
Poland,1991,25.5,35.099998,48,23.200001,10089657,3478436,6611222,2235.541046,12.963,,
Portugal,1991,22.4,22.6,36.799999,9.8000002,1798444,411380,1387064,8958.985333,3.92,,
Qatar,1991,16.9,16.4,21.9,1.4,57158,1356,55803,15079.35946,0.807,,
Romania,1991,18.6,27.1,36.799999,17.9,4861007,1651139,3209867,1254.357598,8.076,,
Russia,1991,19.200001,33.200001,56.200001,14,38089230,8686935,29402294,,,,
Rwanda,1991,21.299999,14.1,20.799999,7.8000002,502452,141857,360595,255.3675787,11.968,,
Saint Lucia,1991,23.4,9.8000002,15,4.8000002,8754,2219,6534,,,,
Saint Vincent and the Grenadines,1991,107,9.3000002,16.4,2.3,6278,788,5490,,,,
Samoa,1991,21.700001,27.6,39.5,15,27098,7157,19940,744.4959154,2.1,,
Sao Tome and Principe,1991,7.9000001,3.4000001,5.8000002,1.1,2092,349,1743,,14.515,,
Saudi Arabia,1991,50.200001,10.1,16.200001,0.80000001,970977,29404,941573,7939.297864,7.07,,
Senegal,1991,19.700001,10.5,19.799999,1.5,430112,30849,399263,935.6383899,5.608,,
Serbia,1991,17,23.700001,27.4,20.299999,1776869,776749,1000120,,13.373,,
Seychelles,1991,14.3,16.700001,29.6,4.1999998,7719,982,6737,5654.639401,,,
Sierra Leone,1991,6.3000002,17.799999,30.1,5.8000002,400503,66006,334498,178.1790984,3.45,,
Singapore,1991,23.5,15.8,27.5,3.9000001,340206,42277,297929,14502.37999,2.18,,
Slovakia,1991,25.9,24,34.400002,14.4,951772,296463,655309,,,,
Slovenia,1991,32.200001,26.200001,31.799999,21.200001,418763,176443,242321,,7.08,,
Solomon Islands,1991,4.0999999,28.4,40.299999,15.8,50032,13661,36371,681.3568218,1.398,,
Somalia,1991,22.200001,11,19.799999,2.5999999,382809,46164,336645,,19.674,,
South Africa,1991,17.799999,22.700001,37.099998,9,5278584,1062800,4215784,3304.828377,21.194,,
South Korea,1991,23.4,33.599998,62.5,5.3000002,10925914,879966,10045948,,,,
Spain,1991,20.5,35.099998,43.799999,27,11071447,4388047,6683401,14811.90282,15.93,,
