Country Name,Year,Data.Daily cigarettes,Data.Percentage.Male,Data.Percentage.Female,Data.Percentage.Total,Data.Smokers.Total,Data.Smokers.Female,Data.Smokers.Male,GDP per capita,Unemployment,Literacy,Health expenditure
Guyana,2009,29.700001,14.9,26.9,3.3,72800,8242,64558,4213.816229,11.538,,150.3843994
Haiti,2009,5.5,7.5,11.9,3.3,464671,105996,358675,1191.802935,15.658,,41.22427368
Honduras,2009,13,11.4,21,2,531434,46261,485174,1762.34916,3.29,,158.5394898
Hungary,2009,15.3,29.4,34.400002,24.9,2507239,1132566,1374673,13077.30762,10.03,,943.6876831
Iceland,2009,23.700001,16.5,17.9,15,41448,18726,22722,41301.27943,7.22,,3620.835938
India,2009,9.1000004,12.8,22.200001,2.8,105587572,11290206,94297368,1096.636136,8.384,,38.11827087
Indonesia,2009,10.9,29.200001,55,3.5,48552921,2953298,45599622,2239.095265,6.11,0.93324,62.98189545
Iran,2009,21.799999,11.6,21.6,1.4,6535318,396925,6138393,,,,
Iraq,2009,21.9,16.200001,30.200001,2.3,2866243,201869,2664374,3686.402133,8.395,,138.9161835
Ireland,2009,24.200001,23.799999,24.4,23.299999,838266,415398,422868,52133.09062,12.61,,5502.887695
Israel,2009,20.299999,19.5,26.299999,13.1,1032078,355355,676723,28316.78537,9.53,,2036.264771
Italy,2009,21,22.200001,26.299999,18.4,11486787,4951011,6535776,37226.75719,7.75,,3337.750732
Jamaica,2009,15.2,14.6,26.1,3.5999999,280038,35732,244306,4452.120808,7.31,,229.1301422
Japan,2009,24.799999,22.6,35.900002,10.2,24679031,5734113,18944919,41309.00165,5.07,,3698.760498
Jordan,2009,13.8,25.6,42.299999,8,1017355,156084,861271,3618.892617,12.9,,333.8076782
Kazakhstan,2009,21.200001,23.5,42.799999,6.3000002,2787315,392633,2394682,7165.224794,6.55,0.99753,245.9894104
Kenya,2009,12,9.3000002,17.799999,0.89999998,2126682,106847,2019835,1049.121794,2.92,,55.28591537
Kiribati,2009,12.9,41.5,54.099998,29.4,26261,9509,16751,1249.302417,,,168.1085053
Kuwait,2009,21.5,23.9,36.299999,3.0999999,508687,24384,484304,37906.1503,1.64,,1025.880737
Kyrgyzstan,2009,18.9,18.200001,34.200001,3,668428,56290,612138,,,,
Laos,2009,14,27.6,45.299999,10.7,1082659,215406,867253,,,,
Latvia,2009,17.299999,29.6,45.200001,16.700001,576079,177427,398652,12331.92855,17.51,,744.6616211
Lebanon,2009,27.6,26.9,32.799999,20.6,860088,319779,540310,7149.791498,6.35,,501.0127564
Lesotho,2009,25.4,16.799999,34,0.80000001,207193,5062,202131,866.4456896,17.048,,80.08053589
Liberia,2009,11.7,6.6999998,12.2,1.1,143945,12411,131534,452.7452289,2.263,,42.61408234
Libya,2009,22.6,15.3,29.1,1,644383,20617,623766,9560.803808,19.411,,342.5540161
Lithuania,2009,13.8,25.9,40.200001,13.8,733873,212353,521520,11820.77616,13.79,,864.7363892
Luxembourg,2009,15.6,25.200001,29.299999,21.200001,103013,44051,58961,109419.747,5.12,,7670.59375
Macedonia,2009,19.4,36.799999,47.299999,26.4,635374,228309,407065,,,,
Madagascar,2009,5.4000001,13.8,26.299999,1.5,1586986,85447,1501540,455.4073737,4.004,,20.11426163
Malawi,2009,10.9,9.8000002,17.799999,1.9,770218,76386,693832,630.1091541,4.92,,35.80546951
Malaysia,2009,16,18.799999,37.400002,1.2,3760559,125875,3634684,7167.877376,3.66,,244.8389282
Maldives,2009,24.1,19.6,33.400002,5.8000002,43429,6394,37035,6719.330257,11.7,,678.1791382
Mali,2009,8.5,10.2,17.6,3,740311,107847,632464,680.6499581,1.329,,35.57485199
Malta,2009,41.099998,21.700001,26.6,17,77328,30431,46897,21083.12592,6.89,,1677.362305
Marshall Islands,2009,20.1,17.9,30.6,4.9000001,7003,944,6059,2810.533092,,,406.9477234
Mauritania,2009,40.400002,12.8,21.9,3.5999999,265760,38008,227752,1418.940825,9.935,,44.13393021
Mauritius,2009,24.6,17.6,33,2.8,169357,13583,155774,7318.12641,7.26,,301.4615173
Mexico,2009,14,9.3000002,14.7,4.5,7514808,1910129,5604678,8104.922573,5.36,0.88605,496.81427
Micronesia,2009,21.5,24.299999,37.299999,10.9,15813,3517,12297,,,,
Moldova,2009,32.900002,19.200001,36.299999,4.1999998,574764,66909,507855,1898.439683,6.4,0.99194,208.5300446
Mongolia,2009,13.1,24.200001,43.5,5.5,471754,53915,417840,1718.914022,5.86,,76.66015625
Montenegro,2009,24,26.9,34.900002,19.299999,133913,49283,84630,6727.107767,19.09,,
Morocco,2009,14.8,13.4,27,0.69999999,3004072,80706,2923366,3118.141602,8.96,0.55539,165.4444428
Mozambique,2009,4.9000001,11.3,19.9,3.5,1439937,232116,1207821,531.0269671,3.19,0.53417,27.63427162
Myanmar,2009,12.2,17.6,30.299999,6,6687057,1182484,5504574,600.9316172,0.69,,18.56753159
Namibia,2009,6.3000002,14.3,21.200001,8,189513,55804,133709,4322.629351,22.293,,386.2019653
Nepal,2009,5.9000001,24.700001,34.900002,15.6,4087660,1351771,2735889,475.6359761,10.542,,20.979002
Netherlands,2009,14.4,21.200001,22.200001,20.299999,2889634,1404033,1485601,52722.21306,4.35,,5282.743164
New Zealand,2009,20.1,17,17.9,16.299999,578646,285194,293451,28209.36233,6.12,,2713.814209
Nicaragua,2009,15.3,10.7,16.5,5.0999999,397244,97615,299629,1438.096625,8.16,,110.5292206
Niger,2009,8.6999998,4.9000001,8.3999996,1.4,376953,55378,321575,458.4218899,1.274,,24.40502357
Nigeria,2009,14.6,4.1999998,7.4000001,0.89999998,3664672,388786,3275886,1883.887348,3.763,,68.00685883
North Korea,2009,14.7,23.799999,46.400002,2.8,4455460,268315,4187145,,,,
Norway,2009,10.8,18.200001,18.6,17.700001,710789,349349,361440,80347.14416,3.1,,7301.959961
Oman,2009,39.400002,8.1000004,13,0.69999999,152579,5457,147122,17937.97957,4.058,,507.6517639
Pakistan,2009,16.1,15.9,26.700001,4.6999998,17327739,2495907,14831831,884.4410142,0.54,0.60841,23.664251
Palestine,2009,15.4,21.200001,39.400002,2.7,475407,30426,444981,,,,
Panama,2009,29.1,8.1000004,13.1,3,206207,38234,167973,7618.438459,6.011,,551.5872803
Papua New Guinea,2009,15,38.400002,54.700001,21.700001,1560186,436236,1123950,1578.968437,2.125,,36.77980042
Paraguay,2009,22.5,11.8,18.5,5.0999999,496441,106080,390361,3920.186073,5.46,0.92406,216.5890198
Peru,2009,4.5,11.1,17.299999,5,2240258,505930,1734328,4164.970483,3.96,,208.3919373
Philippines,2009,21.5,22.4,38.200001,6.8000002,13237595,2029994,11207601,1893.281623,3.86,,78.84606934
Poland,2009,18.5,28.4,32,25.200001,9191872,4256272,4935601,11525.90197,8.17,,759.6057739
Portugal,2009,15.8,21.9,30.6,13.8,1969933,648893,1321040,23151.21541,9.43,,2346.541992
Qatar,2009,14.3,17.9,22.299999,1.4,239310,3808,235502,60733.9817,0.31,,1305.490356
Romania,2009,19.799999,26.6,35.599998,18.1,4951778,1745473,3206306,8548.04859,6.86,,449.3769226
Russia,2009,24,31.4,51.299999,14.8,37842384,9757651,28084732,,,,
Rwanda,2009,32.799999,8.3999996,15,2.4000001,489204,71946,417259,564.9718753,11.92,,44.08419418
Saint Lucia,2009,27.1,10.2,15.9,4.6999998,13215,3123,10092,,,,
Saint Vincent and the Grenadines,2009,83.699997,9,15.7,2.2,7208,875,6334,,,,
Samoa,2009,20.1,22.4,31.6,12.8,25480,7046,18434,3250.953097,5.836,,170.9687195
Sao Tome and Principe,2009,5.5999999,3.2,5.5999999,1,3249,525,2724,1054.416091,15.258,,75.85956573
Saudi Arabia,2009,35.400002,14.5,23.5,1.7,2662948,128449,2534499,15064.63128,5.38,,646.3370361
Senegal,2009,12,7.1999998,14.3,0.80000001,513357,30704,482653,1323.971225,10.194,0.47411,50.8613205
Serbia,2009,24.799999,27.299999,33.099998,21.9,2197130,908570,1288560,6169.114195,16.14,,575.262146
Seychelles,2009,5.5,15.9,27.700001,3.8,11188,1306,9882,9748.955518,,,361.7012024
Sierra Leone,2009,4.4000001,17.5,29.5,5.9000001,570904,97623,473281,386.4338685,4.06,,43.50804901
Singapore,2009,19.4,13.3,23.1,3.9000001,411305,61359,349946,38926.81311,5.86,,1316.834961
Slovakia,2009,29.700001,22,30.4,14.2,1008540,338146,670395,,,,
Slovenia,2009,25.200001,21.799999,25.6,18.200001,384272,162563,221709,24792.12798,5.86,,2125.056885
Solomon Islands,2009,3.3,26.799999,38.299999,15.2,81538,23040,58497,1526.159971,2.02,,92.104599
Somalia,2009,26.1,9.6999998,17.799999,1.8,474791,45701,429090,,19.174,,
South Africa,2009,12.4,14.5,20.9,8.5,5161060,1587899,3573161,6444.18672,20.51,0.90017,492.9426575
South Korea,2009,25.700001,24.799999,44.5,5.6999998,9953211,1167220,8785990,,,,
Spain,2009,21.200001,25.299999,29.6,21.200001,9894596,4232287,5662308,32169.50285,17.86,0.98777,2937.718262
Sri Lanka,2009,8.1999998,11.7,23.1,0.89999998,1808389,74522,1733866,2053.766445,5.85,,98.56365967
Sudan,2009,16.4,5.5999999,9.6999998,1.6,1429447,199541,1229906,1382.621338,13,,89.608284
Suriname,2009,110.5,6.1999998,10.2,2.3,23093,4334,18758,7176.857658,8.72,,382.5604858
Swaziland,2009,34.099998,6.9000001,12.2,2,49074,7204,41870,,,,
Sweden,2009,23.799999,12.7,11.3,14.1,987301,553724,433577,46946.84271,8.35,,4136.17334
Switzerland,2009,24.6,19.5,22.4,16.799999,1281332,564917,716415,71565.56998,4.11,,7297.379883
Syria,2009,26.5,17.1,27.799999,6.0999999,2302910,403002,1899908,,,,
Taiwan,2009,33,17.700001,31.9,3.5999999,3413719,343940,3069779,,,,
Tajikistan,2009,4.9000001,15.6,28.700001,2.5,740692,59954,680738,666.7212906,11.5,,39.03152084
Tanzania,2009,8.1000004,9.6999998,18.4,1.1,2342575,138998,2203577,681.2437134,2.5,,33.38547516
Thailand,2009,13,19.4,37.700001,2.2,10320763,614714,9706049,4154.187432,1.49,,150.3565521
Timor,2009,1.4,30.1,55.799999,3.7,168047,10281,157766,,,,
Togo,2009,24.9,6.0999999,11.2,1.2,214949,21439,193510,717.677305,2.875,0.59821,29.0416832
Tonga,2009,11,34.799999,45,25.1,22512,8276,14236,2915.494578,1.479,,117.4822693
Trinidad and Tobago,2009,14.1,17.1,27.4,7,178861,37475,141386,13682.76361,5.28,,764.3539429
Tunisia,2009,18.799999,24.200001,44.900002,4,1936727,164556,1772171,4029.461206,13.29,,228.4881897
Turkey,2009,20.5,28.299999,42.799999,14.7,14712965,3942456,10770509,,,0.8991,
Turkmenistan,2009,18.299999,20.1,37.900002,3.2,701849,57410,644439,3901.670283,4,,187.767273
Uganda,2009,3.0999999,8.3000002,15.1,1.6,1398794,131538,1267256,799.9296321,3.6,,44.42161942
Ukraine,2009,19.700001,27.4,47.599998,10.7,10795382,2311233,8484149,2639.37793,8.84,,168.679245
United Arab Emirates,2009,18,15.2,20,1.6,1005570,28119,977451,31722.58876,2.668,,1284.763184
United Kingdom,2009,13.7,20.799999,22.200001,19.4,10582522,5076627,5505896,38820.01459,7.54,,3923.022217
United States,2009,22.299999,16.4,18,14.8,40190296,18672315,21517982,47194.94335,9.25,,7601.87207
Uruguay,2009,25.9,22.4,26.6,18.5,580974,252997,327977,9780.739473,7.74,1.01174,817.642273
Uzbekistan,2009,24.700001,10.6,20,1.5,2025016,149264,1875752,1213.265328,5.04,,71.3744278
Vanuatu,2009,4.8000002,17.700001,32.099998,3.3,25109,2372,22738,2472.463556,1.804,,80.40415955
Venezuela,2009,17.5,16.5,21.6,11.5,3311280,1156236,2155044,,,,
Vietnam,2009,14.8,20.200001,40,1.4,13515037,478378,13036659,1225.845009,1.74,0.94889,64.89073181
World,2009,18.1,18.700001,31,6.3000002,929390882,157798045,771592863,8832.304143,6.460828125,,867.8474199
Yemen,2009,31.700001,13.5,21.700001,5.3000002,1719907,335873,1384034,,,,
Zambia,2009,6.0999999,11.2,20.5,2,763878,69579,694299,1150.941746,10.56,,50.96081924
Zimbabwe,2009,20.299999,11.2,21,1.9,845442,75216,770225,762.2979603,5.077,,
Afghanistan,2010,4.9000001,11.9,21.200001,2.5,1743624,179969,1563656,554.5947346,8.068,,46.57987976
Albania,2010,19.5,19.799999,36.200001,3.5999999,481678,44575,437103,4094.349699,14.09,,255.4131012
Algeria,2010,24.6,10.9,20.799999,0.80000001,2948128,112915,2835213,4495.921455,9.96,,230.0639191
Andorra,2010,19.1,26.700001,31.6,22.1,17718,7544,10174,48237.89117,,,3796.64502
Angola,2010,18.299999,8.8000002,16.4,1.4,893543,75343,818200,3496.784796,9.43,,96.66415405
Antigua and Barbuda,2010,38.099998,3.4000001,5,1.9,2157,648,1508,13404.51602,,,720.9244385
Argentina,2010,19.1,20.5,24.799999,16.5,6218327,2580572,3637755,10385.96443,7.71,,980.1362915
Armenia,2010,23.700001,26.4,51.200001,1.7,622517,20340,602177,3143.029482,10.542,,290.270813
Australia,2010,20.5,16.4,18.1,14.8,2944091,1341872,1602219,52132.46961,5.21,,4975.471191
Austria,2010,19,29.200001,34.299999,24.5,2088106,904509,1183597,46903.76159,4.82,,4800.793457
Azerbaijan,2010,16.799999,21.9,44.299999,0.89999998,1540019,31967,1508052,5843.533768,5.63,1.00037,142.6126251
Bahamas,2010,24.4,10,15.8,4.5999999,27931,6600,21331,,,,
Bahrain,2010,16.9,19,26.4,5.0999999,190737,17850,172887,21186.81433,1.13,,866.3862305
Bangladesh,2010,3.4000001,22.5,43,1.4,23204268,704126,22500142,776.8595769,3.38,,21.15062714
Barbados,2010,27.299999,6.0999999,10.3,1.9,13748,2186,11562,16489.79582,10.69,,1117.034302
Belarus,2010,29.1,25.5,43.900002,10.1,2062684,441828,1620856,6034.678852,6.257,,332.7008972
Belgium,2010,14.7,26.1,29,23.4,2349914,1081645,1268269,44184.94635,8.29,,4531.033691
Belize,2010,32.700001,8.6999998,16,1.6,17344,1558,15786,5397.291575,8.244,,242.6184082
Benin,2010,5.0999999,7.6999998,13.9,1.6,411762,42636,369126,1009.489494,1.04,,30.25543213
Bhutan,2010,24.200001,11,17,3.8,55597,8632,46965,2194.12587,3.32,,71.98933411
Bolivia,2010,3.0999999,24.5,38.599998,10.7,1589945,353311,1236634,1922.058662,2.614,,99.99167633
Bosnia and Herzegovina,2010,23.5,31.700001,40.200001,23.700001,1005869,388932,616938,4506.933669,27.31,,406.1713257
Botswana,2010,15.2,13.5,21.799999,5.3000002,175157,34308,140849,6041.732051,17.86,,378.646698
Brazil,2010,25,14.2,17.299999,11.2,20588408,8384267,12204141,11249.29374,8.034,0.82854,893.7750855
Brunei,2010,48.200001,11.5,14.5,8.5,33902,12461,21441,,,,
Bulgaria,2010,19.299999,34.900002,42.599998,27.700001,2239113,920163,1318950,6862.757687,10.28,,484.7522888
Burkina Faso,2010,1.9,10.5,18.799999,2.7,880741,116670,764071,627.2703954,3.626,,32.8663559
Burundi,2010,8.8999996,13.3,19,7.8000002,688354,204281,484073,222.6605831,1.606,,25.10807228
Cambodia,2010,10.4,19.299999,36.700001,3.5,1888190,180351,1707840,782.6957387,0.77,,54.09758377
Cameroon,2010,13.6,7,13.6,0.60000002,818620,32705,785915,1383.813864,4.11,0.63637,49.50485611
Canada,2010,26.6,14.9,17.1,12.7,4209177,1826046,2383131,47562.08343,8.06,,5096.123535
Cape Verde,2010,3.0999999,6.5,10.4,2.7,21584,4601,16983,,,,
Central African Republic,2010,12.2,8.3999996,15.7,1.4,216146,18297,197849,459.7769816,5.518,,16.40023994
Chad,2010,1.1,7,12.2,1.9,420213,57307,362906,896.8767042,0.952,,36.498703
Chile,2010,9.6999998,28.4,31.799999,25,3786592,1702645,2083947,12767.78204,8.41,0.94749,870.7095947
China,2010,22.299999,24.200001,45.200001,2.0999999,269215211,11108168,258107042,4550.473924,4.53,,189.3437042
Colombia,2010,11.8,11.2,17.200001,5.5999999,3713005,956073,2756932,6392.758026,10.98,0.89882,452.1530151
Comoros,2010,4.6999998,10.6,18.700001,2.5,41912,4974,36938,1384.063284,6.686,,69.0898819
Congo,2010,14.1,8.6999998,16.299999,1.3,207742,15097,192644,,,,
Costa Rica,2010,19.5,12.2,16.5,7.6999998,426496,134064,292433,8147.243985,7.17,,654.1734009
Cote d'Ivoire,2010,17.700001,9.8999996,18,1.3,1092753,67554,1025199,1654.177959,6.776,,71.98825836
Croatia,2010,27,28,36,20.700001,1029750,398247,631503,13664.20884,11.62,,1126.373657
Cuba,2010,29.799999,16.700001,21,12.5,1560819,580727,980092,5275.532601,2.5,,608.9615479
Cyprus,2010,29,30.9,45.799999,17.1,217310,62481,154829,31105.02734,6.26,,2045.292358
Czech Republic,2010,24.799999,23.799999,28.6,19.200001,2129772,883069,1246703,,,,
Democratic Republic of Congo,2010,7.1999998,7.9000001,14.9,1.2,2693344,210968,2482376,,,,
Denmark,2010,23.6,19.9,21.1,18.700001,903849,431343,472506,58041.39844,7.75,,6171.285156
Djibouti,2010,11.5,21.200001,36,6.3000002,116287,17384,98903,1227.820853,27.194,,51.37112808
Dominica,2010,12.7,5.5,8.3999996,2.7,2830,715,2114,7182.400203,,,370.3132935
Dominican Republic,2010,14.5,10.9,13.2,8.6000004,751484,299308,452177,5509.568054,5.21,0.89087,271.2666321
Ecuador,2010,16.799999,6.1999998,9.5,3,643370,154117,489254,4640.246344,4.09,0.87649,283.8228455
Egypt,2010,19.700001,17.6,34.5,1,9433610,259612,9173998,,,,
El Salvador,2010,17.6,9.1000004,17.1,2.4000001,385591,54147,331444,3017.307395,4.89,0.82181,268.6670837
Equatorial Guinea,2010,26.5,9.3000002,16.5,1.4,39111,2912,36198,14905.51457,8.398,,271.0664368
Eritrea,2010,39,5.8000002,11.3,0.60000002,191203,10439,180765,,5.892,,24.89262009
Estonia,2010,24.1,26.799999,39.099998,16.700001,303949,103808,200141,14663.04461,16.71,,926.4541626
Ethiopia,2010,6.1999998,3.7,6.5999999,0.80000001,1789375,194863,1594512,335.4384953,2.336,,16.40672684
Fiji,2010,12.7,14.3,23.6,4.5999999,87084,13838,73246,3469.150224,4.308,,128.3963776
Finland,2010,17.5,16.6,19.700001,13.7,743060,314506,428554,46505.30318,8.39,,4251.591309
France,2010,14.6,27,30.9,23.5,13888210,6293944,7594267,40676.06479,8.87,,4592.383301
Gabon,2010,23.799999,10.8,18.700001,2.8,102975,13509,89466,8399.597344,20.39,,207.9378357
Gambia,2010,17.799999,12.2,24.299999,0.69999999,110941,3462,107479,,,,
Georgia,2010,24.299999,22.6,44.299999,4.0999999,819116,80921,738195,3233.220357,20.2,,289.5420837
Germany,2010,16,22.700001,26.6,19.1,16082376,6928572,9153804,41572.45595,6.97,,4611.421875
Ghana,2010,15.3,3.8,6.8000002,1,563602,73029,490572,1258.963903,5.38,0.71181,71.61212158
Greece,2010,22,37.299999,42.200001,32.5,3538581,1574957,1963624,26716.64883,12.71,,2564.369385
Grenada,2010,24.5,9.3000002,14.6,4.1999998,7070,1596,5474,6760.974884,,,366.4102783
Guatemala,2010,11.5,6.3000002,11.2,1.9,526434,82678,443756,2852.557652,3.5,,174.7947388
Guinea,2010,1.8,6.3000002,11.2,1.4,390739,45147,345593,667.2816019,4.782,0.35749,22.87328911
Guinea-Bissau,2010,7.5999999,6.5999999,11.6,1.6,60482,7406,53076,542.2841012,3.104,,37.55819321
Guyana,2010,30.4,15,27.1,3.4000001,73851,8366,65485,4589.87249,11.812,,162.9921722
Haiti,2010,5.6999998,7.3000002,11.7,3.2,463278,103029,360249,1204.862055,15.383,,55.5110321
Honduras,2010,12.6,11.3,21,1.9,545677,46219,499458,1874.271704,4.12,0.84318,163.5370483
Hungary,2010,15.5,28.4,33.200001,24.1,2426565,1096946,1329619,13217.5046,11.17,,983.1108398
Iceland,2010,25.299999,15.4,16.9,14,38786,17533,21253,43237.07295,7.56,,3612.051514
India,2010,8.8999996,12.6,21.9,2.8,106101619,11520662,94580960,1350.634457,8.319,,44.89941788
Indonesia,2010,10.9,29.6,55.900002,3.4000001,49908122,2909001,46999123,3094.443079,5.61,,86.36213684
Iran,2010,21.5,11.8,22,1.4,6700447,402942,6297506,,,,
Iraq,2010,21.799999,16.299999,30.299999,2.3,2967864,209292,2758571,4430.426242,8.252,,143.1274109
Ireland,2010,23.9,24,24.6,23.5,849563,421769,427794,48663.60044,14.53,,5133.455078
Israel,2010,19.9,19.4,26.1,13.1,1049044,363040,686004,31266.60532,8.48,,2240.439453
Italy,2010,20.700001,22.200001,25.9,18.799999,11548631,5072012,6476619,36035.645,8.36,,3217.682861
Jamaica,2010,15.2,14.6,26.1,3.7,283940,36607,247333,4835.791068,7.63,,256.0642395
Japan,2010,24.6,22,35,9.8999996,24043328,5571698,18471631,44968.15623,5.1,,4074.339844
Jordan,2010,13.4,25.6,42.400002,8.1000004,1074351,165824,908527,3914.701231,12.5,0.93656,319.841095
Kazakhstan,2010,20.799999,24,43.799999,6.3000002,2868079,395672,2472406,9070.488253,5.77,,243.638916
Kenya,2010,12.1,9.3000002,17.9,0.89999998,2194511,109390,2085121,1093.639628,2.846,,58.93074799
Kiribati,2010,13,41.200001,53.700001,29.200001,26746,9678,17069,1438.080772,,,132.9489746
Kuwait,2010,21.5,24,36.5,3.0999999,537624,25796,511828,39212.63528,1.82,0.99263,1050.421265
Kyrgyzstan,2010,18.6,18.1,33.799999,3.2,675788,61814,613974,,,,
Laos,2010,13.5,27.4,45,10.6,1109177,219426,889751,,,,
Latvia,2010,16.9,29.5,45,16.6,570064,175521,394544,11420.994,19.48,,689.0772095
Lebanon,2010,27.799999,26.6,32.599998,20.200001,880025,325297,554727,7695.245415,6.836,,572.420166
Lesotho,2010,25.4,16.6,33.599998,0.80000001,208575,5058,203518,1104.800538,16.867,,95.65953827
Liberia,2010,12.1,6.5,11.9,1.1,145331,12775,132556,497.0203654,2.27,,43.90929031
Libya,2010,22.6,15.7,30.1,1,670930,20896,650034,11611.3586,19.308,,380.9290161
Lithuania,2010,13.7,25.9,40.400002,13.7,722428,208063,514365,11987.50841,17.81,,805.2244873
Luxembourg,2010,15.5,25.1,29.200001,21.200001,103731,44378,59353,110885.9914,4.36,,7459.835449
Macedonia,2010,19.200001,36.799999,47.299999,26.4,638896,230263,408633,,,,
Madagascar,2010,5.5,13.6,26,1.4,1622557,84775,1537782,459.375408,4.28,,21.36556816
Malawi,2010,10.9,9.6999998,17.6,1.9,788590,76009,712581,688.1391912,4.941,,34.24146271
Malaysia,2010,15.7,18.9,37.700001,1.2,3864928,124075,3740853,8880.14604,3.39,0.9365,285.0263977
Maldives,2010,23.6,19.799999,33.799999,5.8000002,45162,6626,38536,7158.061411,11.008,,607.5540772
Mali,2010,8.6000004,10.3,17.6,3,763965,110698,653266,688.3278655,1.333,0.38644,32.20457458
Malta,2010,40.900002,21.799999,26.6,17,78143,30696,47448,21798.90293,6.85,,1733.668823
Marshall Islands,2010,20.200001,17.799999,30.5,4.9000001,7155,969,6186,3001.319829,,,417.3013611
Mauritania,2010,41,12.9,22.1,3.7,275938,39328,236610,1646.130447,9.895,,43.3949852
Mauritius,2010,24.700001,17.9,33.400002,2.8,173235,13848,159386,8000.376432,7.65,,357.0010986
Mexico,2010,13.4,9.5,14.9,4.5999999,7810113,2005244,5804869,9399.964709,5.3,0.88094,539.2655029
Micronesia,2010,21.4,24.299999,37.299999,10.9,15877,3516,12362,,,,
Moldova,2010,34.599998,19.4,36.700001,4.3000002,578451,67851,510601,2436.799359,7.45,0.99196,198.2889404
Mongolia,2010,13.3,24.6,44.099998,5.5999999,486670,56230,430440,2660.288176,6.55,0.97163,99.48032379
Montenegro,2010,23.9,26.700001,34.599998,19.200001,133572,49185,84387,6688.402684,19.65,,
Morocco,2010,14.6,13.4,27,0.69999999,3051954,84273,2967681,3067.851807,9.09,,168.3771057
Mozambique,2010,5,11.1,19.6,3.4000001,1457274,234219,1223055,481.268197,3.229,,26.17583847
Myanmar,2010,11.4,17.5,30.200001,5.9000001,6734754,1184596,5550158,765.2418886,0.696,,20.08252716
Namibia,2010,6.0999999,14.4,21.299999,8.1000004,195288,57683,137606,5445.420063,22.12,,522.1591187
Nepal,2010,5.8000002,24.200001,34.599998,15,4093768,1333907,2759861,589.1654349,10.548,,29.81904411
Netherlands,2010,14.1,21,21.9,20.1,2866165,1396253,1469912,50999.74512,4.99,,5191.693848
New Zealand,2010,20.299999,16.799999,17.6,16.1,573118,283165,289953,33676.77412,6.56,,3233.778564
Nicaragua,2010,15.5,10.7,16.6,5.1999998,408064,100762,307303,1495.733777,7.83,,115.3239517
Niger,2010,8.3999996,4.9000001,8.6000004,1.3,394409,53958,340452,471.6126878,0.771,,23.33815765
Nigeria,2010,14.7,4.0999999,7.3000002,0.89999998,3690116,409524,3280592,2280.111979,3.755,,75.58924866
North Korea,2010,14.8,23.799999,46.400002,2.8,4511809,271635,4240174,,,,
Norway,2010,11,17.5,18.1,17,689840,336896,352944,88163.20859,3.52,,7859.516113
Oman,2010,37.400002,8.3999996,13.2,0.80000001,170948,5869,165079,22552.19901,4.007,0.91014,558.3665772
Pakistan,2010,16,15.7,26.299999,4.5999999,17530431,2540134,14990298,911.0899961,0.65,0.61844,24.20984124
Palestine,2010,15.8,20.799999,38.5,2.8,483665,31867,451798,,,,
Panama,2010,29.6,8.1999998,13.3,3.0999999,213361,39826,173535,8124.558307,5.875,0.8793,608.2467041
Papua New Guinea,2010,14.9,38.200001,54.5,21.6,1597762,446375,1151387,1879.240444,2,,39.60604477
Paraguay,2010,22.799999,11.7,18.299999,5,501785,106766,395018,4702.91577,4.57,0.92679,257.0585632
Peru,2010,4.3000002,11.1,17.4,4.8000002,2269944,497795,1772149,5047.204643,3.6,,240.2576141
Philippines,2010,21.6,22.5,38.400002,6.9000001,13592295,2097651,11494644,2201.776819,3.61,,90.95713043
Poland,2010,18.200001,27.9,31.9,24.299999,9054428,4124267,4930162,12504.25019,9.64,,809.1994019
Portugal,2010,15.4,21.799999,30.5,13.8,1966197,648076,1318121,22520.64231,10.77,,2259.303711
Qatar,2010,14.1,18.1,22.299999,1.4,272481,4154,268327,73021.30975,0.45,,1306.525513
Romania,2010,19.700001,26.6,35.900002,17.799999,4938061,1714013,3224048,8397.809173,6.96,,472.2075195
Russia,2010,24.200001,31.5,51.700001,14.8,37902915,9719097,28183815,,,,
Rwanda,2010,34.799999,8,14.4,2.0999999,480195,66266,413929,594.1095118,11.895,,48.02530289
Saint Lucia,2010,27,10.2,16.1,4.6999998,13577,3188,10389,,,,
Saint Vincent and the Grenadines,2010,82.900002,9,15.7,2.2,7254,877,6377,,,,
Samoa,2010,20.1,22.4,31.5,12.7,25689,7097,18591,3494.39529,5.731,,183.8677216
Sao Tome and Principe,2010,5.8000002,3.2,5.5999999,1,3379,542,2837,1079.689654,14.585,,74.20961761
Saudi Arabia,2010,35.200001,14.6,23.700001,1.8,2766358,138661,2627697,17958.94783,5.55,,655.1174316
Senegal,2010,11.7,7.0999999,14,0.80000001,518601,30460,488141,1286.604966,10.233,,51.81986618
Serbia,2010,24.299999,27,32.599998,21.700001,2164905,898733,1266172,5735.422857,19.22,,545.3338013
Seychelles,2010,5.0999999,15.9,27.6,3.8,11264,1304,9960,10938.15309,,,506.8716126
Sierra Leone,2010,4.4000001,17.6,29.5,6,584630,100501,484129,400.5406934,4.175,,43.83041763
Singapore,2010,18.9,13.2,23.1,3.9000001,416365,62180,354185,47236.67154,4.12,,1487.379028
Slovakia,2010,29.799999,22.1,30.5,14.2,1014609,339581,675028,,,,
Slovenia,2010,24.9,22,25.799999,18.299999,388580,163852,224727,23532.48085,7.24,,2017.146606
